0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,e2,0,0,0,0,0,0,0,0,0,0,0,0,0,e2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,b,b,b,b,0,0,0,0,0,0,0,0,0,0,b,b,b,b,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,e1,0,0,0,0,0,0,0,0,0,0,0,w,w,0,0,0,0
0,w,w,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,0,0,0,0
0,w,w,0,0,0,e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e1,0,0,0
0,0,e1,0,0,0,0,0,0,0,0,w,w,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,w,w,0,e1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l,l,l,l,l,l,l,l,l,l,l,0,0,l,l,l,l,l,l,l,l,l
l,l,l,l,l,l,l,l,l,l,l,0,0,l,l,l,l,l,l,l,l,l
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,m,w,w,w,m,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,m,0,0,0,m,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,m,0,p2,0,m,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,m,0,0,0,m,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,m,m,m,m,m,0,0,0,0,0,0,0,0
